case_id,client_name,client_segment,strategic_client,fund_type,domicile,num_sub_funds,num_share_classes,num_jurisdictions,num_delegates,missing_documents,aml_status,kyc_status,risk_rating,client_priority,sla_days,regulatory_review_required,blocker_count,latest_blocker_type,complexity_score,complexity_label,actual_effort_hours,actual_completion_days,operational_pressure_score,pressure_band,sla_breached
C02146,Harbour Capital,Small / Emerging,False,Hedge Fund,Cayman Islands,2,11,5,2,8,Pending,In Progress,Medium,Normal,30,1,3,None,141.1,High,143.7,21.7,69.0,High,0
C02147,J.P. Morgan,Institutional,False,AIF,Luxembourg,15,4,4,3,9,In Progress,Completed,Medium,High,10,1,2,None,139.4,High,150.6,21.3,71.0,High,0
C02148,M&G,Institutional,False,UCITS,Malta,11,24,3,3,14,Completed,Pending,Medium,Normal,30,0,0,None,123.6,Medium,120.2,18.0,60.0,Medium,0
C02149,Fidelity,Institutional,False,Hedge Fund,Cayman Islands,11,28,5,0,9,Pending,Failed,Medium,High,10,0,0,None,159.8,High,144.0,23.4,85.0,Critical,0
C02150,Fidelity,Institutional,False,UCITS,Cayman Islands,6,14,3,3,10,Blocked,Pending,Medium,Normal,10,0,2,AML Delay,139.4,High,146.0,22.7,91.0,Critical,0
C02151,Aon,High Profile,True,AIF,Cayman Islands,17,27,4,6,8,Pending,In Progress,Medium,High,20,0,4,Missing Documents,203.4,High,210.1,31.4,91.0,Critical,0
C02152,BNY,Institutional,False,Real Estate,Cayman Islands,2,13,1,3,14,In Progress,Completed,Medium,High,45,0,1,None,108.0,Medium,89.0,16.2,53.0,Medium,1
C02153,Legal & General,Institutional,False,UCITS,UK,3,22,2,2,5,Completed,Failed,Medium,Normal,30,0,0,AML Delay,86.7,Medium,85.2,15.0,54.0,Medium,0
C02154,Blue Horizon,Small / Emerging,False,AIF,Ireland,1,23,1,1,11,Pending,In Progress,Medium,Normal,45,0,2,None,101.9,Medium,121.9,18.9,66.0,High,0
C02155,Liffey Investments,Small / Emerging,False,Private Equity,Ireland,11,27,3,4,14,Completed,Completed,Medium,High,30,0,1,AML Delay,143.5,High,143.5,21.2,53.0,Medium,0
C02156,Abrdn,Institutional,False,AIF,Malta,2,24,2,3,3,In Progress,Completed,Medium,High,15,0,2,Regulatory Review,92.0,Medium,84.9,15.9,59.4,Medium,0
C02157,M&G,Institutional,False,Private Equity,Malta,6,5,1,2,9,Pending,Completed,Low,Normal,20,0,0,Regulatory Review,76.4,Medium,65.1,12.8,56.4,Medium,0
C02158,SilverStone,Small / Emerging,False,AIF,Ireland,12,5,1,3,3,Completed,In Progress,Low,Normal,15,1,0,Regulatory Review,71.3,Low,80.3,13.7,44.1,Medium,0
C02159,DWS,Institutional,False,AIF,Cayman Islands,7,4,2,4,3,Completed,Completed,Medium,Normal,30,0,3,None,82.5,Medium,87.0,15.9,51.1,Medium,0
C02160,Aon,High Profile,True,Hedge Fund,UK,18,26,7,8,13,Pending,Pending,High,High,20,0,5,None,278.8,High,268.8,38.1,100.0,Critical,1
C02161,Evercrest,Small / Emerging,False,AIF,Ireland,3,28,5,1,12,Completed,Completed,Low,High,45,0,0,Analyst Unavailable,90.6,Medium,68.9,11.7,45.8,Medium,0
C02162,Celtic Investments,Small / Emerging,False,UCITS,Malta,4,7,2,1,0,Completed,In Progress,Medium,Normal,30,0,0,Missing Documents,43.9,Low,43.3,7.1,24.8,Low,0
C02163,Schroders,Institutional,False,Private Equity,UK,12,28,1,1,1,In Progress,In Progress,High,Low,30,1,2,KYC Issue,139.1,High,157.2,22.7,56.0,Medium,0
C02164,Fidelity,Institutional,False,Hedge Fund,Luxembourg,12,9,3,5,1,Completed,Failed,Medium,Normal,45,1,0,None,125.9,High,122.9,18.0,60.0,Medium,0
C02165,Nova Asset Management,Small / Emerging,False,UCITS,Cayman Islands,1,2,1,2,7,Completed,Completed,Low,Normal,15,0,3,None,55.4,Low,52.8,9.8,45.9,Medium,0
C02166,Varagon Generation,High Profile,True,AIF,Luxembourg,17,34,7,8,6,Pending,Completed,High,Critical,20,0,1,None,216.9,High,173.4,26.0,82.0,High,1
C02167,Invesco,Institutional,False,AIF,UK,5,11,2,2,10,In Progress,Completed,High,Normal,20,0,2,Client Dependency,107.8,Medium,87.7,14.3,63.0,Medium,0
C02168,J.P. Morgan,Institutional,False,Hedge Fund,UK,14,28,4,1,9,Completed,Pending,Medium,Low,20,0,3,AML Delay,155.4,High,142.3,23.9,76.0,High,0
C02169,Emerald Capital,Small / Emerging,False,Private Equity,Cayman Islands,7,6,2,0,12,Pending,Completed,Medium,High,30,0,3,None,125.8,High,101.8,15.7,69.0,High,0
C02170,NorthPeak,Small / Emerging,False,Hedge Fund,Malta,11,11,4,3,5,In Progress,In Progress,High,Normal,30,0,3,None,149.0,High,171.0,26.8,59.0,Medium,0
C02171,Aon,High Profile,True,Real Estate,UK,24,27,6,3,19,Blocked,Completed,High,High,15,1,2,None,271.6,High,297.1,42.3,85.0,Critical,1
C02172,Nova Asset Management,Small / Emerging,False,Hedge Fund,Malta,7,29,4,0,14,In Progress,Completed,High,High,15,0,3,AML Delay,165.8,High,193.6,29.0,66.0,High,0
C02173,BlackRock,Institutional,False,Money Market,Luxembourg,9,21,5,5,13,Blocked,In Progress,Medium,Low,20,1,1,Missing Documents,171.5,High,143.3,20.4,70.0,High,0
C02174,RiverRock,High Profile,True,AIF,Malta,15,16,5,7,9,Blocked,In Progress,High,Normal,20,0,3,Missing Documents,212.5,High,249.8,35.1,88.0,Critical,1
C02175,RiverRock,High Profile,True,AIF,Ireland,21,25,7,5,6,In Progress,Completed,High,Critical,15,0,4,Client Dependency,225.0,High,206.6,29.1,81.0,High,0
C02176,SilverStone,Small / Emerging,False,Hedge Fund,Luxembourg,1,15,4,5,1,Completed,Failed,Low,High,30,0,1,Client Dependency,105.0,Medium,126.2,19.0,63.0,Medium,0
C02177,M&G,Institutional,False,Real Estate,Luxembourg,6,1,1,0,7,Completed,Pending,Low,Normal,20,1,1,AML Delay,80.6,Medium,87.4,15.1,61.3,Medium,0
C02178,BlackRock,Institutional,False,UCITS,Cayman Islands,14,13,1,1,9,In Progress,In Progress,Low,Low,20,0,1,None,92.9,Medium,115.9,17.2,56.8,Medium,0
C02179,Goldman Sachs,Institutional,False,AIF,Cayman Islands,10,24,4,3,7,Pending,Completed,Medium,High,45,1,3,None,154.8,High,177.0,24.9,69.0,High,0
C02180,Emerald Capital,Small / Emerging,False,UCITS,Malta,14,21,2,1,4,In Progress,Completed,Medium,Normal,10,1,2,None,115.3,Medium,113.5,19.9,71.0,High,0
C02181,Harbour Capital,Small / Emerging,False,Real Estate,Cayman Islands,12,14,2,1,13,In Progress,Completed,Medium,Normal,20,0,3,Regulatory Review,134.0,High,155.1,24.6,66.0,High,0
C02182,Nova Asset Management,Small / Emerging,False,Real Estate,UK,5,18,1,3,8,Completed,Completed,High,High,30,0,2,None,119.8,Medium,99.9,16.9,56.0,Medium,0
C02183,Celtic Investments,Small / Emerging,False,UCITS,UK,4,25,1,2,8,In Progress,Failed,High,High,20,1,2,None,152.7,High,147.4,22.9,73.0,High,0
C02184,Schroders,Institutional,False,AIF,Luxembourg,13,6,2,3,0,Completed,Pending,Low,Low,20,1,0,None,78.9,Medium,81.1,15.2,57.5,Medium,0
C02185,Nova Asset Management,Small / Emerging,False,Private Equity,Luxembourg,7,16,2,6,5,In Progress,In Progress,Medium,Normal,30,0,1,None,114.7,Medium,126.7,19.3,53.0,Medium,0
C02186,Abrdn,Institutional,False,Real Estate,Ireland,8,22,3,3,0,In Progress,In Progress,Medium,Normal,10,0,3,AML Delay,120.2,Medium,127.7,20.2,74.0,High,1
C02187,Schroders,Institutional,False,Private Equity,UK,4,20,4,0,2,In Progress,Completed,Medium,Low,20,0,2,None,93.4,Medium,103.0,15.2,60.0,Medium,1
C02188,Evercrest,Small / Emerging,False,Private Equity,Ireland,2,14,2,1,1,Blocked,Completed,Low,Low,15,0,3,None,94.4,Medium,113.8,18.5,73.5,High,0
C02189,J.P. Morgan,Institutional,False,Money Market,Ireland,2,9,5,6,13,Completed,Pending,Medium,Normal,30,0,0,KYC Issue,109.0,Medium,100.8,15.9,60.0,Medium,0
C02190,Northern Trust,Institutional,False,Private Equity,Ireland,13,17,1,3,12,Completed,Completed,Medium,Low,30,0,1,None,114.8,Medium,104.9,18.1,53.0,Medium,0
C02191,Goldman Sachs,Institutional,False,AIF,Luxembourg,10,4,5,5,3,Pending,In Progress,Medium,Normal,30,0,1,None,112.1,Medium,132.6,19.3,63.0,Medium,0
C02192,BlackRock,Institutional,False,AIF,Ireland,9,12,1,0,0,Blocked,Completed,Low,Normal,45,0,2,Analyst Unavailable,77.9,Medium,94.0,15.9,56.1,Medium,0
C02193,Apollo,High Profile,True,Private Equity,UK,15,12,3,3,16,Completed,Pending,Low,High,10,0,2,None,168.4,High,178.2,27.0,93.0,Critical,0
C02194,J.P. Morgan,Institutional,False,UCITS,Malta,2,13,2,5,9,Completed,Pending,Medium,Normal,45,0,0,None,86.0,Medium,99.5,16.2,53.7,Medium,0
C02195,Aon,High Profile,True,UCITS,UK,19,39,6,4,8,In Progress,Failed,High,High,10,0,5,KYC Issue,253.4,High,255.0,36.8,100.0,Critical,0
C02196,Aon,High Profile,True,Real Estate,Luxembourg,19,11,4,4,15,Completed,Completed,High,High,15,0,2,None,193.1,High,160.9,24.8,75.0,High,1
C02197,PIMCO,Institutional,False,UCITS,Cayman Islands,14,13,5,1,1,Pending,Completed,Medium,Normal,30,0,3,None,118.5,Medium,97.8,14.6,69.0,High,0
C02198,J.P. Morgan,Institutional,False,Real Estate,Luxembourg,10,25,4,3,13,Completed,Pending,Low,Normal,30,0,1,AML Delay,134.4,High,111.2,19.5,63.0,Medium,1
C02199,BNY,Institutional,False,AIF,Cayman Islands,9,1,2,6,8,In Progress,In Progress,Medium,Normal,20,0,3,AML Delay,118.0,Medium,123.2,19.6,66.0,High,0
C02200,SilverStone,Small / Emerging,False,Hedge Fund,Luxembourg,5,1,4,3,4,In Progress,In Progress,Medium,Normal,20,0,1,Regulatory Review,94.5,Medium,116.3,17.4,57.5,Medium,0
C02201,RiverRock,High Profile,True,Money Market,Cayman Islands,10,42,5,7,8,Blocked,In Progress,High,High,10,1,2,None,232.0,High,187.4,26.6,93.0,Critical,0
C02202,RiverRock,High Profile,True,Real Estate,UK,15,37,7,4,19,In Progress,Pending,Medium,High,15,0,1,None,226.8,High,171.5,27.4,82.0,High,0
C02203,Northern Trust,Institutional,False,AIF,Cayman Islands,6,26,3,0,4,Completed,Completed,High,Normal,30,0,3,KYC Issue,105.7,Medium,123.4,19.0,59.0,Medium,0
C02204,Fidelity,Institutional,False,Real Estate,Malta,15,27,3,6,13,In Progress,In Progress,Medium,High,45,0,0,None,164.0,High,191.4,26.9,50.0,Medium,1
C02205,BNY,Institutional,False,AIF,UK,15,15,1,2,13,Pending,In Progress,High,Normal,30,0,1,AML Delay,141.4,High,121.3,18.5,63.0,Medium,0
C02206,Varagon Generation,High Profile,True,Real Estate,UK,9,37,3,6,13,Pending,In Progress,Medium,Critical,30,0,2,Analyst Unavailable,204.8,High,227.4,34.3,78.0,High,0
C02207,Fidelity,Institutional,False,Hedge Fund,Cayman Islands,12,6,1,4,10,In Progress,Completed,Medium,Low,30,0,0,None,102.7,Medium,84.5,15.3,50.0,Medium,0
C02208,M&G,Institutional,False,Money Market,Cayman Islands,13,23,4,5,7,Completed,In Progress,High,Normal,30,0,3,Regulatory Review,154.6,High,157.2,25.2,59.0,Medium,0
C02209,Fidelity,Institutional,False,UCITS,Ireland,1,28,2,5,13,Completed,Pending,Medium,Normal,20,0,1,AML Delay,113.0,Medium,93.9,14.6,70.0,High,0
C02210,J.P. Morgan,Institutional,False,Private Equity,UK,12,28,5,4,13,Completed,In Progress,Medium,High,45,0,1,None,160.2,High,147.3,22.6,53.0,Medium,0
C02211,Fidelity,Institutional,False,Money Market,Luxembourg,15,22,5,0,10,Completed,Pending,Medium,Normal,15,1,3,Client Dependency,156.1,High,176.1,27.8,76.0,High,0
C02212,Goldman Sachs,Institutional,False,Real Estate,Luxembourg,8,19,4,5,6,Pending,Pending,Medium,Normal,30,0,2,Client Dependency,149.1,High,178.3,25.8,76.0,High,1
C02213,PIMCO,Institutional,False,Money Market,Cayman Islands,13,3,2,6,3,Completed,Pending,Low,High,30,0,0,Analyst Unavailable,89.9,Medium,91.3,15.5,55.5,Medium,0
C02214,NorthPeak,Small / Emerging,False,Money Market,Ireland,9,27,1,0,9,Pending,Completed,Medium,Normal,20,1,2,None,119.6,Medium,96.2,14.8,73.0,High,0
C02215,Invesco,Institutional,False,Private Equity,Ireland,8,8,3,3,0,In Progress,In Progress,Low,Normal,45,0,0,Regulatory Review,75.0,Medium,75.4,14.9,38.8,Low,1
C02216,Northern Trust,Institutional,False,AIF,Malta,3,25,3,3,12,In Progress,Completed,High,Low,20,0,0,None,111.2,Medium,134.7,20.0,57.0,Medium,0
C02217,NorthPeak,Small / Emerging,False,Real Estate,UK,11,10,2,5,14,Completed,In Progress,Medium,Low,15,1,1,None,139.9,High,142.1,20.5,60.0,Medium,1
C02218,Harbour Capital,Small / Emerging,False,Private Equity,Ireland,10,22,4,5,15,In Progress,Completed,Medium,Normal,15,1,0,AML Delay,151.6,High,127.0,19.0,57.0,Medium,0
C02219,State Street,Institutional,False,Money Market,UK,13,17,1,3,13,Completed,Completed,Medium,Normal,10,1,3,None,133.1,High,152.2,23.9,74.0,High,0
C02220,BNY,Institutional,False,Real Estate,UK,7,3,1,0,2,In Progress,In Progress,Medium,High,10,0,1,Analyst Unavailable,79.9,Medium,89.8,16.8,59.0,Medium,0
C02221,Emerald Capital,Small / Emerging,False,AIF,Malta,8,23,3,3,7,In Progress,Pending,Medium,Normal,15,1,0,Missing Documents,120.1,Medium,112.6,16.2,67.0,High,0
C02222,Aon,High Profile,True,UCITS,UK,22,25,7,6,21,Completed,Failed,High,High,30,0,5,None,282.2,High,208.8,32.7,87.0,Critical,1
C02223,Aon,High Profile,True,UCITS,Cayman Islands,15,20,6,6,12,Completed,In Progress,High,High,20,1,1,Analyst Unavailable,199.6,High,224.1,31.2,72.0,High,0
C02224,Varagon Generation,High Profile,True,UCITS,Ireland,21,23,3,8,21,In Progress,In Progress,High,Critical,20,0,2,None,241.4,High,221.4,31.1,75.0,High,0
C02225,NorthPeak,Small / Emerging,False,Money Market,Ireland,4,2,5,4,4,Completed,Pending,Low,Low,45,0,2,Analyst Unavailable,86.1,Medium,80.2,13.6,59.7,Medium,1
C02226,Legal & General,Institutional,False,UCITS,UK,12,6,3,2,13,Completed,Completed,High,Normal,30,0,1,AML Delay,114.6,Medium,119.1,17.0,53.0,Medium,0
C02227,Abrdn,Institutional,False,Real Estate,Cayman Islands,8,8,1,2,9,Completed,Completed,High,Normal,20,0,3,None,117.2,Medium,108.6,16.8,66.0,High,1
C02228,State Street,Institutional,False,UCITS,Ireland,8,27,4,6,6,Pending,In Progress,Medium,Low,45,1,1,Client Dependency,144.0,High,119.9,19.7,63.0,Medium,1
C02229,RiverRock,High Profile,True,UCITS,UK,9,19,5,8,16,In Progress,Completed,High,Normal,15,0,3,KYC Issue,194.3,High,149.6,24.6,78.0,High,0
C02230,Legal & General,Institutional,False,AIF,UK,1,26,5,4,5,Completed,Completed,Low,Normal,15,0,2,KYC Issue,87.0,Medium,73.9,11.8,57.1,Medium,1
C02231,Blue Horizon,Small / Emerging,False,UCITS,Cayman Islands,4,12,1,1,11,Completed,Completed,Medium,High,45,0,2,KYC Issue,85.7,Medium,78.7,14.1,49.6,Medium,0
C02232,Fidelity,Institutional,False,Real Estate,Malta,15,17,2,6,14,Pending,Completed,Medium,Normal,30,0,2,None,161.8,High,161.6,23.1,66.0,High,0
C02233,M&G,Institutional,False,Money Market,Luxembourg,13,26,2,2,13,In Progress,Completed,Medium,High,45,0,3,Missing Documents,145.3,High,119.0,19.7,59.0,Medium,0
C02234,J.P. Morgan,Institutional,False,AIF,UK,3,17,5,1,4,Completed,In Progress,Medium,Normal,15,0,2,None,88.4,Medium,96.0,15.4,57.8,Medium,0
C02235,BlackRock,Institutional,False,Private Equity,Ireland,1,23,1,4,10,Completed,Completed,Low,Critical,45,1,0,None,102.1,Medium,92.7,13.6,50.0,Medium,0
C02236,Evercrest,Small / Emerging,False,Money Market,Cayman Islands,9,9,1,4,6,Blocked,Completed,Low,Low,30,1,3,None,123.3,Medium,154.4,21.9,69.0,High,0
C02237,Varagon Generation,High Profile,True,AIF,Luxembourg,22,16,6,6,4,In Progress,Pending,High,Critical,10,0,1,None,204.4,High,196.2,28.2,90.0,Critical,0
C02238,Goldman Sachs,Institutional,False,Real Estate,Luxembourg,12,21,2,2,2,In Progress,Completed,High,Normal,15,0,2,None,124.8,Medium,104.2,17.7,63.0,Medium,0
C02239,BNY,Institutional,False,UCITS,Malta,7,7,1,0,2,In Progress,In Progress,High,Normal,20,0,0,None,70.1,Low,58.8,10.8,43.5,Medium,0
C02240,Aon,High Profile,True,UCITS,Ireland,18,14,6,3,14,Pending,In Progress,High,Normal,15,1,1,Analyst Unavailable,202.5,High,234.4,32.3,82.0,High,0
C02241,BlackRock,Institutional,False,Hedge Fund,Malta,4,5,1,4,7,Completed,Failed,High,High,15,0,0,Analyst Unavailable,117.4,Medium,129.8,19.9,67.0,High,0
C02242,Varagon Generation,High Profile,True,AIF,Malta,8,17,4,7,8,Pending,Failed,Medium,High,45,1,1,AML Delay,185.1,High,192.8,27.4,85.0,Critical,0
C02243,Aon,High Profile,True,Real Estate,UK,21,12,7,7,19,Completed,In Progress,High,Critical,20,0,4,None,262.5,High,228.0,32.6,81.0,High,1
C02244,Abrdn,Institutional,False,AIF,Cayman Islands,11,19,2,4,4,Pending,In Progress,High,High,20,0,2,Missing Documents,142.6,High,151.7,25.0,73.0,High,0
C02245,DWS,Institutional,False,Money Market,Malta,6,6,3,2,13,Completed,Completed,Low,Normal,30,0,3,None,92.4,Medium,98.4,16.5,55.6,Medium,1
C02246,GreenRock,Small / Emerging,False,Real Estate,Ireland,14,7,4,4,13,In Progress,Failed,Medium,Normal,30,0,1,None,161.3,High,131.0,21.6,63.0,Medium,0
C02247,NorthPeak,Small / Emerging,False,Money Market,Cayman Islands,3,5,2,2,5,Pending,Completed,High,High,30,0,3,None,110.1,Medium,93.6,16.8,69.0,High,0
C02248,Evercrest,Small / Emerging,False,Hedge Fund,Ireland,15,20,5,5,2,Blocked,Pending,Medium,Normal,20,0,0,None,157.6,High,158.4,24.9,77.0,High,1
C02249,Invesco,Institutional,False,UCITS,UK,4,17,2,2,1,Pending,In Progress,Medium,Normal,30,1,3,AML Delay,108.7,Medium,134.2,22.1,69.0,High,0
C02250,Harbour Capital,Small / Emerging,False,UCITS,Cayman Islands,4,1,1,4,5,Completed,In Progress,Medium,Normal,15,0,2,None,72.6,Low,75.8,14.0,50.7,Medium,0
C02251,Blue Horizon,Small / Emerging,False,Private Equity,Ireland,8,2,4,0,10,Completed,Completed,Low,Normal,30,0,0,Regulatory Review,72.2,Low,80.1,12.8,37.5,Low,0
C02252,Apollo,High Profile,True,UCITS,Malta,16,15,6,6,6,Completed,In Progress,High,High,20,1,3,None,200.0,High,180.9,28.2,78.0,High,0
C02253,Abrdn,Institutional,False,Private Equity,Luxembourg,5,16,5,3,12,Pending,Completed,High,High,20,0,3,None,168.4,High,167.5,27.1,76.0,High,1
C02254,Goldman Sachs,Institutional,False,Hedge Fund,Ireland,9,29,3,2,1,In Progress,Pending,Low,Normal,15,0,2,None,115.8,Medium,118.1,20.3,73.0,High,0
C02255,Harbour Capital,Small / Emerging,False,Real Estate,Ireland,5,18,4,0,2,Completed,In Progress,Low,Normal,45,0,2,Regulatory Review,83.0,Medium,68.4,10.3,48.4,Medium,0
C02256,PIMCO,Institutional,False,UCITS,Luxembourg,2,2,4,2,5,Completed,Completed,Medium,Normal,30,0,2,KYC Issue,68.5,Low,84.2,15.1,41.8,Medium,0
C02257,M&G,Institutional,False,Hedge Fund,Luxembourg,14,24,5,0,11,Completed,Failed,High,Normal,20,0,1,None,167.8,High,204.3,29.0,70.0,High,0
C02258,DWS,Institutional,False,AIF,Cayman Islands,5,18,2,0,14,In Progress,Completed,High,Normal,30,0,2,AML Delay,115.6,Medium,100.9,16.5,56.0,Medium,0
C02259,NorthPeak,Small / Emerging,False,AIF,Luxembourg,7,9,2,3,7,Pending,Completed,Low,Normal,45,1,3,None,109.2,Medium,133.0,19.2,69.0,High,0
C02260,J.P. Morgan,Institutional,False,Private Equity,Luxembourg,13,9,5,4,8,Completed,Completed,High,High,20,1,3,Missing Documents,171.7,High,183.0,26.7,66.0,High,1
C02261,Blue Horizon,Small / Emerging,False,AIF,Ireland,14,16,5,4,6,In Progress,In Progress,Low,High,30,0,1,None,124.9,Medium,102.8,17.6,53.0,Medium,1
C02262,Aon,High Profile,True,UCITS,Ireland,20,31,7,7,16,Completed,Completed,Medium,High,20,0,5,None,234.6,High,240.6,35.6,84.0,High,0
C02263,J.P. Morgan,Institutional,False,Money Market,Cayman Islands,13,4,5,3,2,In Progress,Completed,Low,Low,45,0,3,KYC Issue,101.4,Medium,85.2,15.1,59.0,Medium,0
C02264,Blue Horizon,Small / Emerging,False,Real Estate,Malta,12,6,2,3,8,In Progress,Completed,Medium,Low,20,1,3,None,135.1,High,145.9,20.8,66.0,High,0
C02265,Apollo,High Profile,True,Private Equity,Cayman Islands,19,36,3,9,18,Blocked,Completed,Medium,Critical,20,0,3,Missing Documents,262.0,High,214.1,30.4,88.0,Critical,1
C02266,Nova Asset Management,Small / Emerging,False,Hedge Fund,Ireland,8,11,5,0,6,Completed,Completed,Low,Normal,10,0,0,Analyst Unavailable,74.7,Low,60.1,12.9,53.6,Medium,0
C02267,Legal & General,Institutional,False,Real Estate,Cayman Islands,12,4,3,1,5,In Progress,Completed,Low,Normal,20,0,0,None,78.1,Medium,77.0,12.7,47.1,Medium,0
C02268,Legal & General,Institutional,False,Private Equity,Malta,1,21,4,0,14,In Progress,Pending,Low,Low,30,0,1,KYC Issue,111.2,Medium,118.3,20.0,63.0,Medium,0
C02269,Fidelity,Institutional,False,UCITS,Ireland,3,13,1,5,5,Completed,Completed,Medium,Low,15,0,2,None,76.5,Medium,60.8,11.8,52.4,Medium,0
C02270,Legal & General,Institutional,False,Private Equity,Luxembourg,5,21,3,2,12,Completed,In Progress,Medium,Normal,20,0,1,KYC Issue,112.9,Medium,111.9,16.5,60.0,Medium,0
C02271,Apollo,High Profile,True,Hedge Fund,Malta,23,31,6,8,4,Completed,Completed,High,High,15,0,4,None,231.6,High,199.6,31.6,81.0,High,0
C02272,State Street,Institutional,False,Hedge Fund,Luxembourg,15,7,5,5,1,Pending,In Progress,Low,Low,45,0,0,None,114.9,Medium,135.2,22.0,60.0,Medium,0
C02273,NorthPeak,Small / Emerging,False,Real Estate,Luxembourg,12,11,3,5,10,In Progress,In Progress,High,High,10,0,0,None,149.2,High,182.2,26.4,65.0,High,0
C02274,Fidelity,Institutional,False,Private Equity,UK,6,29,2,3,15,Completed,Completed,High,High,20,0,0,KYC Issue,135.4,High,150.5,23.3,57.0,Medium,0
C02275,Legal & General,Institutional,False,Private Equity,Malta,8,25,5,4,5,Completed,In Progress,High,Normal,15,0,0,None,129.6,High,147.0,21.0,57.0,Medium,0
C02276,Liffey Investments,Small / Emerging,False,UCITS,Cayman Islands,5,15,5,5,4,Pending,Pending,Low,Normal,20,0,1,Missing Documents,109.2,Medium,132.4,21.4,80.0,High,0
C02277,DWS,Institutional,False,Hedge Fund,Luxembourg,9,3,3,2,13,Completed,Completed,Low,Normal,45,1,1,Regulatory Review,104.6,Medium,115.7,19.9,53.0,Medium,0
C02278,AllianzGI,Institutional,False,Hedge Fund,UK,13,3,5,5,10,In Progress,Completed,Medium,Normal,45,0,3,AML Delay,148.0,High,111.8,18.1,59.0,Medium,1
C02279,J.P. Morgan,Institutional,False,AIF,UK,8,8,5,5,9,Completed,Pending,Low,Normal,15,0,2,None,114.7,Medium,129.2,20.4,73.0,High,0
C02280,Varagon Generation,High Profile,True,Hedge Fund,Luxembourg,17,40,3,4,13,Blocked,In Progress,Medium,Critical,30,1,2,None,242.8,High,262.9,38.0,78.0,High,0
C02281,J.P. Morgan,Institutional,False,Private Equity,Ireland,7,18,1,2,4,Pending,In Progress,Low,High,30,0,1,AML Delay,100.5,Medium,84.8,13.3,63.0,Medium,0
C02282,Legal & General,Institutional,False,Hedge Fund,UK,12,13,5,4,0,Pending,Completed,Medium,Normal,45,1,3,None,146.3,High,134.0,21.3,69.0,High,1
C02283,Nova Asset Management,Small / Emerging,False,Private Equity,Ireland,4,20,1,0,4,In Progress,Failed,Medium,High,30,0,3,None,125.5,High,121.4,18.7,69.0,High,0
C02284,M&G,Institutional,False,Private Equity,Ireland,7,7,2,2,1,Pending,Completed,Low,Normal,30,0,1,None,74.3,Low,77.4,14.1,51.4,Medium,0
C02285,Fidelity,Institutional,False,AIF,Luxembourg,1,11,1,2,7,Completed,In Progress,Medium,High,45,1,0,None,75.6,Medium,65.3,12.4,39.0,Low,0
C02286,DWS,Institutional,False,AIF,Cayman Islands,8,26,3,4,6,In Progress,Pending,Medium,Normal,10,0,0,Missing Documents,111.7,Medium,107.5,18.1,75.0,High,0
C02287,PIMCO,Institutional,False,AIF,Malta,13,13,1,4,0,Completed,Completed,Low,High,45,0,0,None,65.5,Low,76.9,13.7,34.5,Low,1
C02288,RiverRock,High Profile,True,Real Estate,Malta,12,23,5,3,17,Pending,Completed,High,Normal,30,0,1,Analyst Unavailable,191.9,High,149.3,23.2,75.0,High,0
C02289,Apollo,High Profile,True,Private Equity,Malta,22,12,6,4,18,Blocked,Completed,High,High,20,0,2,Analyst Unavailable,244.4,High,263.2,38.2,85.0,Critical,1
C02290,Invesco,Institutional,False,Real Estate,Ireland,3,10,2,4,9,In Progress,In Progress,Medium,Low,15,1,1,KYC Issue,115.3,Medium,99.9,17.4,60.0,Medium,0
C02291,DWS,Institutional,False,Hedge Fund,Cayman Islands,7,27,2,0,4,Pending,Pending,Medium,Low,45,0,0,Missing Documents,106.2,Medium,89.4,15.3,70.0,High,0
C02292,RiverRock,High Profile,True,UCITS,Ireland,17,43,6,5,19,Pending,Pending,Low,High,10,1,1,Client Dependency,232.0,High,235.5,32.6,100.0,Critical,1
C02293,Blue Horizon,Small / Emerging,False,UCITS,Ireland,3,13,3,3,10,Pending,Completed,Low,Normal,45,0,3,None,103.0,Medium,117.7,19.9,69.0,High,0
C02294,Arbour Wealth,Small / Emerging,False,Real Estate,Ireland,1,1,1,5,4,In Progress,Pending,Medium,Normal,30,0,1,None,86.2,Medium,75.5,11.9,56.8,Medium,0
C02295,Varagon Generation,High Profile,True,AIF,Ireland,20,41,6,9,20,In Progress,Completed,Medium,High,15,0,1,KYC Issue,230.3,High,205.5,30.6,72.0,High,0
C02296,Schroders,Institutional,False,Hedge Fund,Cayman Islands,15,7,1,4,0,Completed,Completed,Low,Normal,15,0,3,None,93.1,Medium,110.9,16.9,62.9,Medium,0
C02297,State Street,Institutional,False,Private Equity,Ireland,9,2,4,0,3,Pending,In Progress,Low,Low,45,0,2,AML Delay,96.3,Medium,107.2,18.9,64.3,Medium,1
C02298,Blue Horizon,Small / Emerging,False,Private Equity,Ireland,6,12,4,4,6,Pending,In Progress,Medium,High,20,0,1,None,128.6,High,143.3,20.4,70.0,High,0
C02299,PIMCO,Institutional,False,Private Equity,Cayman Islands,8,19,5,2,1,Blocked,In Progress,Medium,Low,30,0,1,AML Delay,129.6,High,139.4,23.4,63.0,Medium,0
C02300,SilverStone,Small / Emerging,False,Money Market,Ireland,11,21,2,0,3,Completed,Completed,Medium,Low,20,0,0,Client Dependency,66.9,Low,69.6,11.3,42.1,Medium,0
